"Date","Source","Site ID","POC","Daily Max 8-hour Ozone Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"06/15/2022","AQS","060711234","1","0.056","ppm","54","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"06/16/2022","AQS","060711234","1","0.063","ppm","77","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"06/17/2022","AQS","060711234","1","0.056","ppm","54","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"06/18/2022","AQS","060711234","1","0.054","ppm","50","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"06/20/2022","AQS","060711234","1","0.052","ppm","48","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"06/21/2022","AQS","060711234","1","0.063","ppm","77","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"06/22/2022","AQS","060711234","1","0.048","ppm","44","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"06/23/2022","AQS","060711234","1","0.051","ppm","47","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"06/24/2022","AQS","060711234","1","0.069","ppm","97","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"06/25/2022","AQS","060711234","1","0.068","ppm","93","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"06/26/2022","AQS","060711234","1","0.068","ppm","93","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"06/27/2022","AQS","060711234","1","0.063","ppm","77","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"06/28/2022","AQS","060711234","1","0.061","ppm","71","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"06/29/2022","AQS","060711234","1","0.057","ppm","58","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"06/30/2022","AQS","060711234","1","0.053","ppm","49","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"07/01/2022","AQS","060711234","1","0.055","ppm","51","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"07/02/2022","AQS","060711234","1","0.046","ppm","43","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"07/03/2022","AQS","060711234","1","0.047","ppm","44","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"07/04/2022","AQS","060711234","1","0.052","ppm","48","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"07/05/2022","AQS","060711234","1","0.045","ppm","42","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"07/06/2022","AQS","060711234","1","0.046","ppm","43","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"07/07/2022","AQS","060711234","1","0.049","ppm","45","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"07/10/2022","AQS","060711234","1","0.063","ppm","77","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"07/11/2022","AQS","060711234","1","0.058","ppm","61","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"07/12/2022","AQS","060711234","1","0.06","ppm","67","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"07/13/2022","AQS","060711234","1","0.063","ppm","77","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"07/14/2022","AQS","060711234","1","0.062","ppm","74","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"07/15/2022","AQS","060711234","1","0.063","ppm","77","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"07/16/2022","AQS","060711234","1","0.061","ppm","71","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"07/17/2022","AQS","060711234","1","0.059","ppm","64","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"07/21/2022","AQS","060711234","1","0.06","ppm","67","Trona - Athol/Telescope #2","13","76.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"07/22/2022","AQS","060711234","1","0.064","ppm","80","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"07/23/2022","AQS","060711234","1","0.084","ppm","147","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"07/24/2022","AQS","060711234","1","0.058","ppm","61","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"07/27/2022","AQS","060711234","1","0.063","ppm","77","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"07/28/2022","AQS","060711234","1","0.066","ppm","87","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"07/29/2022","AQS","060711234","1","0.068","ppm","93","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"07/30/2022","AQS","060711234","1","0.058","ppm","61","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"07/31/2022","AQS","060711234","1","0.056","ppm","54","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"08/01/2022","AQS","060711234","1","0.056","ppm","54","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"08/02/2022","AQS","060711234","1","0.054","ppm","50","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"08/03/2022","AQS","060711234","1","0.064","ppm","80","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"08/04/2022","AQS","060711234","1","0.055","ppm","51","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"08/05/2022","AQS","060711234","1","0.058","ppm","61","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"08/06/2022","AQS","060711234","1","0.065","ppm","84","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"08/07/2022","AQS","060711234","1","0.066","ppm","87","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"08/08/2022","AQS","060711234","1","0.056","ppm","54","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"08/09/2022","AQS","060711234","1","0.056","ppm","54","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"08/10/2022","AQS","060711234","1","0.052","ppm","48","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"08/11/2022","AQS","060711234","1","0.053","ppm","49","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"08/12/2022","AQS","060711234","1","0.053","ppm","49","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"08/13/2022","AQS","060711234","1","0.062","ppm","74","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"08/14/2022","AQS","060711234","1","0.061","ppm","71","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"08/15/2022","AQS","060711234","1","0.062","ppm","74","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"08/16/2022","AQS","060711234","1","0.061","ppm","71","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"08/17/2022","AQS","060711234","1","0.059","ppm","64","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"08/18/2022","AQS","060711234","1","0.062","ppm","74","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"08/19/2022","AQS","060711234","1","0.062","ppm","74","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"08/20/2022","AQS","060711234","1","0.064","ppm","80","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"08/21/2022","AQS","060711234","1","0.06","ppm","67","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"08/22/2022","AQS","060711234","1","0.058","ppm","61","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"08/23/2022","AQS","060711234","1","0.059","ppm","64","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"08/24/2022","AQS","060711234","1","0.062","ppm","74","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"08/25/2022","AQS","060711234","1","0.064","ppm","80","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"08/26/2022","AQS","060711234","1","0.061","ppm","71","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"08/27/2022","AQS","060711234","1","0.056","ppm","54","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"08/28/2022","AQS","060711234","1","0.05","ppm","46","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"08/29/2022","AQS","060711234","1","0.052","ppm","48","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"08/30/2022","AQS","060711234","1","0.057","ppm","58","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"08/31/2022","AQS","060711234","1","0.06","ppm","67","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"09/01/2022","AQS","060711234","1","0.061","ppm","71","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"09/02/2022","AQS","060711234","1","0.057","ppm","58","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"09/03/2022","AQS","060711234","1","0.061","ppm","71","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"09/04/2022","AQS","060711234","1","0.054","ppm","50","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"09/05/2022","AQS","060711234","1","0.058","ppm","61","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"09/06/2022","AQS","060711234","1","0.049","ppm","45","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"09/07/2022","AQS","060711234","1","0.061","ppm","71","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"09/08/2022","AQS","060711234","1","0.059","ppm","64","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"09/09/2022","AQS","060711234","1","0.04","ppm","37","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"09/10/2022","AQS","060711234","1","0.035","ppm","32","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"09/11/2022","AQS","060711234","1","0.043","ppm","40","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"09/12/2022","AQS","060711234","1","0.043","ppm","40","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"09/13/2022","AQS","060711234","1","0.056","ppm","54","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"09/14/2022","AQS","060711234","1","0.048","ppm","44","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"09/15/2022","AQS","060711234","1","0.058","ppm","61","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"09/16/2022","AQS","060711234","1","0.055","ppm","51","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"09/17/2022","AQS","060711234","1","0.058","ppm","61","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"09/18/2022","AQS","060711234","1","0.042","ppm","39","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"09/19/2022","AQS","060711234","1","0.044","ppm","41","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"09/20/2022","AQS","060711234","1","0.034","ppm","31","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"09/21/2022","AQS","060711234","1","0.042","ppm","39","Trona - Athol/Telescope #2","13","76.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"09/22/2022","AQS","060711234","1","0.05","ppm","46","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"09/23/2022","AQS","060711234","1","0.046","ppm","43","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"09/24/2022","AQS","060711234","1","0.044","ppm","41","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"09/25/2022","AQS","060711234","1","0.041","ppm","38","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"09/26/2022","AQS","060711234","1","0.05","ppm","46","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"09/27/2022","AQS","060711234","1","0.047","ppm","44","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"09/28/2022","AQS","060711234","1","0.052","ppm","48","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"09/29/2022","AQS","060711234","1","0.045","ppm","42","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"09/30/2022","AQS","060711234","1","0.05","ppm","46","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"10/01/2022","AQS","060711234","1","0.056","ppm","54","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"10/02/2022","AQS","060711234","1","0.056","ppm","54","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"10/03/2022","AQS","060711234","1","0.05","ppm","46","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"10/04/2022","AQS","060711234","1","0.048","ppm","44","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"10/05/2022","AQS","060711234","1","0.05","ppm","46","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"10/06/2022","AQS","060711234","1","0.05","ppm","46","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"10/07/2022","AQS","060711234","1","0.048","ppm","44","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"10/08/2022","AQS","060711234","1","0.046","ppm","43","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"10/09/2022","AQS","060711234","1","0.055","ppm","51","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"10/10/2022","AQS","060711234","1","0.051","ppm","47","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"10/11/2022","AQS","060711234","1","0.05","ppm","46","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"10/12/2022","AQS","060711234","1","0.049","ppm","45","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"10/13/2022","AQS","060711234","1","0.042","ppm","39","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"10/14/2022","AQS","060711234","1","0.04","ppm","37","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"10/15/2022","AQS","060711234","1","0.046","ppm","43","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"10/16/2022","AQS","060711234","1","0.047","ppm","44","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"10/18/2022","AQS","060711234","1","0.042","ppm","39","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"10/19/2022","AQS","060711234","1","0.041","ppm","38","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"10/20/2022","AQS","060711234","1","0.039","ppm","36","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"10/21/2022","AQS","060711234","1","0.047","ppm","44","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"10/23/2022","AQS","060711234","1","0.041","ppm","38","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"10/24/2022","AQS","060711234","1","0.04","ppm","37","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"10/25/2022","AQS","060711234","1","0.039","ppm","36","Trona - Athol/Telescope #2","13","76.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"10/26/2022","AQS","060711234","1","0.047","ppm","44","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"10/27/2022","AQS","060711234","1","0.044","ppm","41","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"10/28/2022","AQS","060711234","1","0.038","ppm","35","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"10/29/2022","AQS","060711234","1","0.034","ppm","31","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
"10/30/2022","AQS","060711234","1","0.038","ppm","35","Trona - Athol/Telescope #2","17","100.0000","44201","Ozone","087","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","35.77446","-117.3721"
