"Date","Source","Site ID","POC","Daily Max 8-hour Ozone Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"05/12/2022","AQS","060296001","1","0.045","ppm","42","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"05/13/2022","AQS","060296001","1","0.045","ppm","42","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"05/14/2022","AQS","060296001","1","0.046","ppm","43","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"05/15/2022","AQS","060296001","1","0.048","ppm","44","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"05/16/2022","AQS","060296001","1","0.047","ppm","44","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"05/17/2022","AQS","060296001","1","0.053","ppm","49","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"05/18/2022","AQS","060296001","1","0.055","ppm","51","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"05/19/2022","AQS","060296001","1","0.056","ppm","54","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"05/20/2022","AQS","060296001","1","0.05","ppm","46","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"05/21/2022","AQS","060296001","1","0.055","ppm","51","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"05/22/2022","AQS","060296001","1","0.056","ppm","54","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"05/24/2022","AQS","060296001","1","0.062","ppm","74","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"05/25/2022","AQS","060296001","1","0.076","ppm","119","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"05/26/2022","AQS","060296001","1","0.06","ppm","67","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"05/27/2022","AQS","060296001","1","0.051","ppm","47","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"05/28/2022","AQS","060296001","1","0.04","ppm","37","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"05/29/2022","AQS","060296001","1","0.045","ppm","42","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"05/30/2022","AQS","060296001","1","0.042","ppm","39","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"05/31/2022","AQS","060296001","1","0.05","ppm","46","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"06/01/2022","AQS","060296001","1","0.061","ppm","71","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"06/02/2022","AQS","060296001","1","0.044","ppm","41","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"06/03/2022","AQS","060296001","1","0.036","ppm","33","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"06/04/2022","AQS","060296001","1","0.043","ppm","40","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"06/05/2022","AQS","060296001","1","0.042","ppm","39","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"06/06/2022","AQS","060296001","1","0.044","ppm","41","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"06/07/2022","AQS","060296001","1","0.063","ppm","77","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"06/08/2022","AQS","060296001","1","0.048","ppm","44","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"06/09/2022","AQS","060296001","1","0.048","ppm","44","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"06/10/2022","AQS","060296001","1","0.06","ppm","67","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"06/11/2022","AQS","060296001","1","0.043","ppm","40","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"06/12/2022","AQS","060296001","1","0.043","ppm","40","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"06/13/2022","AQS","060296001","1","0.049","ppm","45","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"06/14/2022","AQS","060296001","1","0.055","ppm","51","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"06/15/2022","AQS","060296001","1","0.062","ppm","74","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"06/16/2022","AQS","060296001","1","0.059","ppm","64","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"06/17/2022","AQS","060296001","1","0.044","ppm","41","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"06/18/2022","AQS","060296001","1","0.042","ppm","39","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"06/19/2022","AQS","060296001","1","0.049","ppm","45","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"06/20/2022","AQS","060296001","1","0.052","ppm","48","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"06/21/2022","AQS","060296001","1","0.067","ppm","90","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"06/22/2022","AQS","060296001","1","0.048","ppm","44","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"06/23/2022","AQS","060296001","1","0.06","ppm","67","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"06/24/2022","AQS","060296001","1","0.076","ppm","119","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"06/25/2022","AQS","060296001","1","0.063","ppm","77","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"06/26/2022","AQS","060296001","1","0.063","ppm","77","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"06/27/2022","AQS","060296001","1","0.064","ppm","80","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"06/28/2022","AQS","060296001","1","0.058","ppm","61","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"06/29/2022","AQS","060296001","1","0.064","ppm","80","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"06/30/2022","AQS","060296001","1","0.056","ppm","54","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"07/01/2022","AQS","060296001","1","0.057","ppm","58","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"07/02/2022","AQS","060296001","1","0.051","ppm","47","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"07/03/2022","AQS","060296001","1","0.046","ppm","43","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"07/04/2022","AQS","060296001","1","0.043","ppm","40","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"07/05/2022","AQS","060296001","1","0.043","ppm","40","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"07/06/2022","AQS","060296001","1","0.045","ppm","42","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"07/07/2022","AQS","060296001","1","0.052","ppm","48","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"07/08/2022","AQS","060296001","1","0.066","ppm","87","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"07/09/2022","AQS","060296001","1","0.053","ppm","49","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"07/10/2022","AQS","060296001","1","0.055","ppm","51","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"07/11/2022","AQS","060296001","1","0.072","ppm","105","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"07/12/2022","AQS","060296001","1","0.066","ppm","87","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"07/13/2022","AQS","060296001","1","0.071","ppm","101","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"07/14/2022","AQS","060296001","1","0.075","ppm","115","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"07/15/2022","AQS","060296001","1","0.066","ppm","87","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"07/16/2022","AQS","060296001","1","0.072","ppm","105","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"07/17/2022","AQS","060296001","1","0.069","ppm","97","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"07/18/2022","AQS","060296001","1","0.048","ppm","44","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"07/19/2022","AQS","060296001","1","0.067","ppm","90","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"07/20/2022","AQS","060296001","1","0.067","ppm","90","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"07/21/2022","AQS","060296001","1","0.063","ppm","77","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"07/22/2022","AQS","060296001","1","0.059","ppm","64","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"07/23/2022","AQS","060296001","1","0.066","ppm","87","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"07/24/2022","AQS","060296001","1","0.075","ppm","115","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"07/25/2022","AQS","060296001","1","0.069","ppm","97","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"07/26/2022","AQS","060296001","1","0.07","ppm","100","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"07/27/2022","AQS","060296001","1","0.066","ppm","87","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"07/28/2022","AQS","060296001","1","0.067","ppm","90","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"07/29/2022","AQS","060296001","1","0.066","ppm","87","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"07/30/2022","AQS","060296001","1","0.059","ppm","64","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"07/31/2022","AQS","060296001","1","0.048","ppm","44","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"08/01/2022","AQS","060296001","1","0.064","ppm","80","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"08/02/2022","AQS","060296001","1","0.056","ppm","54","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"08/03/2022","AQS","060296001","1","0.057","ppm","58","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"08/04/2022","AQS","060296001","1","0.048","ppm","44","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"08/05/2022","AQS","060296001","1","0.053","ppm","49","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"08/06/2022","AQS","060296001","1","0.063","ppm","77","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"08/07/2022","AQS","060296001","1","0.059","ppm","64","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"08/08/2022","AQS","060296001","1","0.056","ppm","54","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"08/09/2022","AQS","060296001","1","0.056","ppm","54","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"08/10/2022","AQS","060296001","1","0.055","ppm","51","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"08/11/2022","AQS","060296001","1","0.06","ppm","67","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"08/12/2022","AQS","060296001","1","0.053","ppm","49","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"08/13/2022","AQS","060296001","1","0.057","ppm","58","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"08/14/2022","AQS","060296001","1","0.063","ppm","77","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"08/15/2022","AQS","060296001","1","0.07","ppm","100","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"08/16/2022","AQS","060296001","1","0.076","ppm","119","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"08/17/2022","AQS","060296001","1","0.079","ppm","129","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"08/18/2022","AQS","060296001","1","0.074","ppm","112","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"08/19/2022","AQS","060296001","1","0.063","ppm","77","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"08/20/2022","AQS","060296001","1","0.067","ppm","90","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"08/21/2022","AQS","060296001","1","0.057","ppm","58","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"08/22/2022","AQS","060296001","1","0.059","ppm","64","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"08/23/2022","AQS","060296001","1","0.048","ppm","44","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"08/24/2022","AQS","060296001","1","0.065","ppm","84","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"08/25/2022","AQS","060296001","1","0.061","ppm","71","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"08/26/2022","AQS","060296001","1","0.062","ppm","74","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"08/27/2022","AQS","060296001","1","0.053","ppm","49","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"08/28/2022","AQS","060296001","1","0.047","ppm","44","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"08/29/2022","AQS","060296001","1","0.06","ppm","67","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"08/30/2022","AQS","060296001","1","0.069","ppm","97","Shafter","14","82.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"08/31/2022","AQS","060296001","1","0.07","ppm","100","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"09/01/2022","AQS","060296001","1","0.068","ppm","93","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"09/02/2022","AQS","060296001","1","0.072","ppm","105","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"09/03/2022","AQS","060296001","1","0.052","ppm","48","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"09/04/2022","AQS","060296001","1","0.069","ppm","97","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"09/05/2022","AQS","060296001","1","0.073","ppm","108","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"09/06/2022","AQS","060296001","1","0.081","ppm","136","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"09/07/2022","AQS","060296001","1","0.067","ppm","90","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"09/08/2022","AQS","060296001","1","0.065","ppm","84","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"09/09/2022","AQS","060296001","1","0.069","ppm","97","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"09/10/2022","AQS","060296001","1","0.039","ppm","36","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"09/11/2022","AQS","060296001","1","0.06","ppm","67","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"09/12/2022","AQS","060296001","1","0.062","ppm","74","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"09/13/2022","AQS","060296001","1","0.044","ppm","41","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"09/14/2022","AQS","060296001","1","0.045","ppm","42","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"09/15/2022","AQS","060296001","1","0.05","ppm","46","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"09/16/2022","AQS","060296001","1","0.049","ppm","45","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"09/17/2022","AQS","060296001","1","0.055","ppm","51","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"09/18/2022","AQS","060296001","1","0.04","ppm","37","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"09/19/2022","AQS","060296001","1","0.034","ppm","31","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"09/20/2022","AQS","060296001","1","0.036","ppm","33","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"09/21/2022","AQS","060296001","1","0.038","ppm","35","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"09/22/2022","AQS","060296001","1","0.05","ppm","46","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"09/23/2022","AQS","060296001","1","0.061","ppm","71","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"09/24/2022","AQS","060296001","1","0.077","ppm","122","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"09/25/2022","AQS","060296001","1","0.071","ppm","101","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"09/26/2022","AQS","060296001","1","0.072","ppm","105","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"09/27/2022","AQS","060296001","1","0.07","ppm","100","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"09/28/2022","AQS","060296001","1","0.064","ppm","80","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"09/29/2022","AQS","060296001","1","0.047","ppm","44","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"09/30/2022","AQS","060296001","1","0.062","ppm","74","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"10/01/2022","AQS","060296001","1","0.066","ppm","87","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"10/02/2022","AQS","060296001","1","0.049","ppm","45","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"10/03/2022","AQS","060296001","1","0.056","ppm","54","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"10/04/2022","AQS","060296001","1","0.066","ppm","87","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"10/05/2022","AQS","060296001","1","0.076","ppm","119","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"10/06/2022","AQS","060296001","1","0.078","ppm","126","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"10/07/2022","AQS","060296001","1","0.072","ppm","105","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"10/08/2022","AQS","060296001","1","0.075","ppm","115","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"10/09/2022","AQS","060296001","1","0.07","ppm","100","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"10/10/2022","AQS","060296001","1","0.058","ppm","61","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"10/11/2022","AQS","060296001","1","0.061","ppm","71","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
"10/12/2022","AQS","060296001","1","0.059","ppm","64","Shafter","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.5035870931035","-119.272606218402"
