# Title: July 2021 - June 2022 Contiguous U.S. County Precipitation
# Units: Inches
# Missing: -99
# Note: Period of Record: 129 Years
ID,Name,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean
NC-029,Camden County,North Carolina,44.24,-3.77,32,48.01
NC-031,Carteret County,North Carolina,44.88,-10.3,9,55.18
NC-033,Caswell County,North Carolina,37.78,-5.71,26,43.49
NC-035,Catawba County,North Carolina,36.49,-11.24,12,47.73
NC-037,Chatham County,North Carolina,42.93,-3.22,42,46.15
NC-039,Cherokee County,North Carolina,66.8,7.22,101,59.58
NC-041,Chowan County,North Carolina,42.07,-7.51,15,49.58
NC-043,Clay County,North Carolina,65.77,4.38,85,61.39
NC-045,Cleveland County,North Carolina,36.28,-12.97,9,49.25
NC-047,Columbus County,North Carolina,40.7,-8.73,13,49.43
NC-049,Craven County,North Carolina,42.97,-10,8,52.97
NC-051,Cumberland County,North Carolina,32.94,-14.06,3,47
NC-053,Currituck County,North Carolina,42.99,-4.57,28,47.56
NC-055,Dare County,North Carolina,45.86,-5.11,27,50.97
NC-057,Davidson County,North Carolina,38.03,-7.74,20,45.77
NC-059,Davie County,North Carolina,37.88,-7.56,21,45.44
NC-061,Duplin County,North Carolina,40.7,-9.79,10,50.49
NC-063,Durham County,North Carolina,43.02,-1.47,51,44.49
NC-065,Edgecombe County,North Carolina,36.13,-11.14,4,47.27
NC-067,Forsyth County,North Carolina,40.38,-4.28,34,44.66
NC-069,Franklin County,North Carolina,43.17,-2.69,45,45.86
NC-071,Gaston County,North Carolina,35.95,-11.56,12,47.51
NC-073,Gates County,North Carolina,44.68,-3.67,37,48.35
NC-075,Graham County,North Carolina,68.12,4.53,92,63.59
NC-077,Granville County,North Carolina,42.11,-2.53,47,44.64
NC-079,Greene County,North Carolina,39.63,-9.15,10,48.78
NC-081,Guilford County,North Carolina,38.96,-5.76,28,44.72
NC-083,Halifax County,North Carolina,39.51,-6.34,22,45.85
NC-085,Harnett County,North Carolina,39.28,-7.65,21,46.93
NC-087,Haywood County,North Carolina,59.36,4.2,86,55.16
NC-089,Henderson County,North Carolina,52.4,-6.02,37,58.42
NC-091,Hertford County,North Carolina,41.87,-6.41,18,48.28
NC-093,Hoke County,North Carolina,35.24,-11.64,6,46.88
NC-095,Hyde County,North Carolina,46.59,-5.8,26,52.39
NC-097,Iredell County,North Carolina,37.94,-8.85,19,46.79
NC-099,Jackson County,North Carolina,66.35,3.44,76,62.91
NC-101,Johnston County,North Carolina,41.05,-5.92,26,46.97
NC-103,Jones County,North Carolina,41.76,-10.81,10,52.57
NC-105,Lee County,North Carolina,42.38,-3.98,42,46.36
NC-107,Lenoir County,North Carolina,39.44,-10.64,7,50.08
NC-109,Lincoln County,North Carolina,35.13,-12.64,9,47.77
NC-111,McDowell County,North Carolina,55.01,-0.06,64,55.07
NC-113,Macon County,North Carolina,65.9,2.35,76,63.55
NC-115,Madison County,North Carolina,46.64,0.88,68,45.76
NC-117,Martin County,North Carolina,37.12,-11.8,6,48.92
NC-119,Mecklenburg County,North Carolina,34.82,-11.15,8,45.97
NC-121,Mitchell County,North Carolina,50.97,0.02,60,50.95
NC-123,Montgomery County,North Carolina,48.41,1.79,80,46.62
NC-125,Moore County,North Carolina,43.46,-3.64,41,47.1
NC-127,Nash County,North Carolina,39.32,-7.58,17,46.9
NC-129,New Hanover County,North Carolina,47.31,-5.72,35,53.03
NC-131,Northampton County,North Carolina,40.86,-5.3,25,46.16
NC-133,Onslow County,North Carolina,41.21,-12.45,6,53.66
NC-135,Orange County,North Carolina,42.57,-2.26,46,44.83
NC-137,Pamlico County,North Carolina,44.17,-9.67,9,53.84
NC-139,Pasquotank County,North Carolina,44.23,-4.38,27,48.61
NC-141,Pender County,North Carolina,43.93,-8.15,15,52.08
NC-143,Perquimans County,North Carolina,43.52,-5.76,24,49.28
NC-145,Person County,North Carolina,39.42,-4.47,33,43.89
NC-147,Pitt County,North Carolina,38.59,-10.57,6,49.16
NC-149,Polk County,North Carolina,48.21,-9.44,25,57.65
NC-151,Randolph County,North Carolina,42.31,-3.98,37,46.29
NC-153,Richmond County,North Carolina,44.5,-2.22,52,46.72
NC-155,Robeson County,North Carolina,32.98,-12.59,6,45.57
NC-157,Rockingham County,North Carolina,38.6,-5.29,32,43.89
NC-159,Rowan County,North Carolina,33.56,-13.04,6,46.6
NC-161,Rutherford County,North Carolina,42.02,-9.4,20,51.42
NC-163,Sampson County,North Carolina,38.01,-10.23,8,48.24
NC-165,Scotland County,North Carolina,36.08,-10.09,8,46.17
NC-167,Stanly County,North Carolina,45.43,-0.93,57,46.36
NC-169,Stokes County,North Carolina,43.68,-2.2,46,45.88
NC-171,Surry County,North Carolina,45.14,-2.42,43,47.56
NC-173,Swain County,North Carolina,65.82,2.3,79,63.52
NC-175,Transylvania County,North Carolina,66.54,-3.35,53,69.89
NC-177,Tyrrell County,North Carolina,44.55,-6.36,20,50.91
NC-179,Union County,North Carolina,33.98,-10.81,9,44.79
NC-181,Vance County,North Carolina,44.29,-0.39,55,44.68
NC-183,Wake County,North Carolina,44.45,-1.31,50,45.76
NC-185,Warren County,North Carolina,42.97,-1.52,49,44.49
NC-187,Washington County,North Carolina,42.7,-7.9,13,50.6
NC-189,Watauga County,North Carolina,51.97,-0.82,53,52.79
NC-191,Wayne County,North Carolina,40.06,-8.23,16,48.29
NC-193,Wilkes County,North Carolina,44.46,-5.3,30,49.76
NC-195,Wilson County,North Carolina,40.3,-7.03,20,47.33
NC-197,Yadkin County,North Carolina,42.92,-2.34,49,45.26
NC-199,Yancey County,North Carolina,53.02,1.15,65,51.87
ND-001,Adams County,North Dakota,17.78,1.85,94,15.93
ND-003,Barnes County,North Dakota,27.9,8.21,128,19.69
ND-005,Benson County,North Dakota,20.2,2.99,102,17.21
ND-007,Billings County,North Dakota,17.61,2.18,95,15.43
ND-009,Bottineau County,North Dakota,18.13,1.76,93,16.37
ND-011,Bowman County,North Dakota,16.32,1.42,88,14.9
ND-013,Burke County,North Dakota,17.3,0.93,79,16.37
ND-015,Burleigh County,North Dakota,19.15,2.51,96,16.64
ND-017,Cass County,North Dakota,26.65,6.37,123,20.28
ND-019,Cavalier County,North Dakota,25.56,6.55,126,19.01
ND-021,Dickey County,North Dakota,29.7,9.46,128,20.24
ND-023,Divide County,North Dakota,13.55,-1.54,43,15.09
ND-025,Dunn County,North Dakota,17.6,1.08,77,16.52
ND-027,Eddy County,North Dakota,20.71,2.71,97,18
ND-029,Emmons County,North Dakota,20.95,3.82,108,17.13
ND-031,Foster County,North Dakota,21.39,3.01,97,18.38
ND-033,Golden Valley County,North Dakota,16.81,1.94,93,14.87
ND-035,Grand Forks County,North Dakota,27.1,7.71,127,19.39
ND-037,Grant County,North Dakota,18.31,1.55,79,16.76
ND-039,Griggs County,North Dakota,25.43,6.48,126,18.95
ND-041,Hettinger County,North Dakota,17.75,1.32,88,16.43
ND-043,Kidder County,North Dakota,21.9,4.68,115,17.22
ND-045,LaMoure County,North Dakota,29.36,9.65,129,19.71
ND-047,Logan County,North Dakota,24.57,6.59,126,17.98
ND-049,McHenry County,North Dakota,19.42,3.02,104,16.4
ND-051,McIntosh County,North Dakota,23.72,5.52,114,18.2
ND-053,McKenzie County,North Dakota,17.55,2.3,99,15.25
ND-055,McLean County,North Dakota,18.5,2.16,92,16.34
ND-057,Mercer County,North Dakota,16.91,0.65,74,16.26
ND-059,Morton County,North Dakota,17.58,0.96,73,16.62
ND-061,Mountrail County,North Dakota,18.52,2.49,99,16.03
ND-063,Nelson County,North Dakota,25.61,6.93,127,18.68
ND-065,Oliver County,North Dakota,17.25,0.45,70,16.8
ND-067,Pembina County,North Dakota,28.26,8.93,129,19.33
ND-069,Pierce County,North Dakota,20.76,4.03,115,16.73
ND-071,Ramsey County,North Dakota,21.67,4.2,111,17.47
ND-073,Ransom County,North Dakota,28.37,7.85,126,20.52
ND-075,Renville County,North Dakota,17.06,0.9,78,16.16
ND-077,Richland County,North Dakota,28.75,7.54,125,21.21
ND-079,Rolette County,North Dakota,19.35,1.7,93,17.65
ND-081,Sargent County,North Dakota,27.79,7.19,121,20.6
ND-083,Sheridan County,North Dakota,20.44,3.07,105,17.37
ND-085,Sioux County,North Dakota,19.42,2.54,96,16.88
ND-087,Slope County,North Dakota,16.38,0.96,81,15.42
ND-089,Stark County,North Dakota,17.41,0.9,77,16.51
ND-091,Steele County,North Dakota,27.19,7.89,128,19.3
ND-093,Stutsman County,North Dakota,24.79,6.27,121,18.52
ND-095,Towner County,North Dakota,19.83,1.95,98,17.88
ND-097,Traill County,North Dakota,27.64,7.72,127,19.92
ND-099,Walsh County,North Dakota,26.91,8.23,127,18.68
ND-101,Ward County,North Dakota,17.62,1.12,80,16.5
ND-103,Wells County,North Dakota,20.25,2.38,97,17.87
ND-105,Williams County,North Dakota,15.65,0.84,75,14.81
OH-001,Adams County,Ohio,54.78,11.85,125,42.93
OH-003,Allen County,Ohio,43.25,8.01,117,35.24
OH-005,Ashland County,Ohio,43.94,6.77,116,37.17
OH-007,Ashtabula County,Ohio,43.65,4.04,94,39.61
OH-009,Athens County,Ohio,47.81,7.66,114,40.15
OH-011,Auglaize County,Ohio,42.08,6.04,113,36.04
OH-013,Belmont County,Ohio,50.88,10.04,119,40.84
OH-015,Brown County,Ohio,54.73,11.29,125,43.44
OH-017,Butler County,Ohio,46.31,5.73,100,40.58
OH-019,Carroll County,Ohio,48.21,9.4,124,38.81
OH-021,Champaign County,Ohio,50.23,12.33,124,37.9
OH-023,Clark County,Ohio,52.56,13.89,128,38.67
OH-025,Clermont County,Ohio,50.83,7.99,114,42.84
OH-027,Clinton County,Ohio,49.67,7.47,112,42.2
OH-029,Columbiana County,Ohio,48.68,10.74,126,37.94
OH-031,Coshocton County,Ohio,47.07,8.23,120,38.84
OH-033,Crawford County,Ohio,44.25,6.76,117,37.49
OH-035,Cuyahoga County,Ohio,41.57,5.7,108,35.87
OH-037,Darke County,Ohio,47.78,9.89,120,37.89
OH-039,Defiance County,Ohio,41.56,7.8,120,33.76
OH-041,Delaware County,Ohio,48.8,10.83,123,37.97
OH-043,Erie County,Ohio,35.99,1.46,73,34.53
OH-045,Fairfield County,Ohio,46.11,6.35,110,39.76
OH-047,Fayette County,Ohio,49.52,10.07,122,39.45
OH-049,Franklin County,Ohio,48.58,10.27,124,38.31
OH-051,Fulton County,Ohio,41.21,7.81,122,33.4
OH-053,Gallia County,Ohio,49.04,7.82,122,41.22
OH-055,Geauga County,Ohio,45.5,6.86,108,38.64
OH-057,Greene County,Ohio,48.32,8.64,117,39.68
OH-059,Guernsey County,Ohio,47.38,8.01,114,39.37
OH-061,Hamilton County,Ohio,46.5,5.61,96,40.89
OH-063,Hancock County,Ohio,38.99,4.1,101,34.89
OH-065,Hardin County,Ohio,41.21,5.73,110,35.48
OH-067,Harrison County,Ohio,49.88,10.4,122,39.48
OH-069,Henry County,Ohio,41.93,8.12,121,33.81
OH-071,Highland County,Ohio,53.06,10.52,121,42.54
OH-073,Hocking County,Ohio,46.34,6,109,40.34
OH-075,Holmes County,Ohio,45.94,7.73,117,38.21
OH-077,Huron County,Ohio,39.86,3.79,96,36.07
OH-079,Jackson County,Ohio,47.97,6.76,112,41.21
OH-081,Jefferson County,Ohio,49.3,10.45,123,38.85
OH-083,Knox County,Ohio,49.38,9.96,123,39.42
OH-085,Lake County,Ohio,42.69,5.18,98,37.51
OH-087,Lawrence County,Ohio,49.77,7.78,116,41.99
OH-089,Licking County,Ohio,50.61,10.91,123,39.7
OH-091,Logan County,Ohio,46.86,10.31,123,36.55
OH-093,Lorain County,Ohio,40.27,5.52,107,34.75
OH-095,Lucas County,Ohio,37.96,5.59,109,32.37
OH-097,Madison County,Ohio,49.1,11.19,124,37.91
OH-099,Mahoning County,Ohio,45.73,8.53,120,37.2
OH-101,Marion County,Ohio,42.61,6.1,115,36.51
OH-103,Medina County,Ohio,40.78,4.65,102,36.13
OH-105,Meigs County,Ohio,48.17,7.56,116,40.61
OH-107,Mercer County,Ohio,42.55,6.03,111,36.52
OH-109,Miami County,Ohio,47.78,10.1,120,37.68
OH-111,Monroe County,Ohio,48.89,6.56,109,42.33
OH-113,Montgomery County,Ohio,45.9,6.99,107,38.92
OH-115,Morgan County,Ohio,48.54,8.81,113,39.73
OH-117,Morrow County,Ohio,47.89,8.73,120,39.16
OH-119,Muskingum County,Ohio,48.24,9.15,117,39.09
OH-121,Noble County,Ohio,46.69,6.13,111,40.56
OH-123,Ottawa County,Ohio,34.92,2.05,76,32.87
OH-125,Paulding County,Ohio,42.85,8.57,121,34.28
OH-127,Perry County,Ohio,49.66,10.22,119,39.44
OH-129,Pickaway County,Ohio,44.91,5.66,108,39.25
OH-131,Pike County,Ohio,48.99,8.06,119,40.93
OH-133,Portage County,Ohio,43.77,6.68,112,37.09
OH-135,Preble County,Ohio,48.35,8.83,114,39.52
OH-137,Putnam County,Ohio,42.19,7.86,121,34.33
OH-139,Richland County,Ohio,45.65,7.53,120,38.12
OH-141,Ross County,Ohio,46.9,6.69,116,40.21
OH-143,Sandusky County,Ohio,36.39,2.62,82,33.77
OH-145,Scioto County,Ohio,50.04,8.25,119,41.79
OH-147,Seneca County,Ohio,38.72,3.25,94,35.47
OH-149,Shelby County,Ohio,46.55,9.51,122,37.04
OH-151,Stark County,Ohio,43.21,5.83,104,37.38
OH-153,Summit County,Ohio,39.13,2.94,85,36.19
OH-155,Trumbull County,Ohio,46.63,8.87,118,37.76
OH-157,Tuscarawas County,Ohio,46.29,7.77,118,38.52
OH-159,Union County,Ohio,45.69,9.33,122,36.36
OH-161,Van Wert County,Ohio,43.23,8.07,118,35.16
OH-163,Vinton County,Ohio,47.74,7.04,117,40.7
OH-165,Warren County,Ohio,47.17,5.61,100,41.56
OH-167,Washington County,Ohio,44.97,4.14,90,40.83
OH-169,Wayne County,Ohio,42.17,5.62,101,36.55
OH-171,Williams County,Ohio,42.47,8.47,123,34
OH-173,Wood County,Ohio,38.45,5.05,107,33.4
OH-175,Wyandot County,Ohio,41.42,5.83,111,35.59
OK-001,Adair County,Oklahoma,51.13,5.92,93,45.21
OK-003,Alfalfa County,Oklahoma,23.73,-3.77,38,27.5
OK-005,Atoka County,Oklahoma,39.23,-4.14,51,43.37
OK-007,Beaver County,Oklahoma,14.69,-5.78,19,20.47
OK-009,Beckham County,Oklahoma,17.93,-6.71,18,24.64
OK-011,Blaine County,Oklahoma,23,-5.52,26,28.52
OK-013,Bryan County,Oklahoma,34.72,-6.12,32,40.84
OK-015,Caddo County,Oklahoma,27.88,-2.51,49,30.39
OK-017,Canadian County,Oklahoma,28.98,-1.82,54,30.8
OK-019,Carter County,Oklahoma,28.49,-8.12,18,36.61
OK-021,Cherokee County,Oklahoma,55.63,11.97,115,43.66
OK-023,Choctaw County,Oklahoma,38.75,-6.58,36,45.33
OK-025,Cimarron County,Oklahoma,9.24,-7.27,7,16.51
OK-027,Cleveland County,Oklahoma,30.77,-4.04,39,34.81
OK-029,Coal County,Oklahoma,38.52,-2.96,53,41.48
OK-031,Comanche County,Oklahoma,26.84,-3.18,44,30.02
OK-033,Cotton County,Oklahoma,24.67,-5.37,30,30.04
OK-035,Craig County,Oklahoma,41.09,-1.08,64,42.17
OK-037,Creek County,Oklahoma,35.37,-2.2,59,37.57
OK-039,Custer County,Oklahoma,20.93,-5.77,22,26.7
OK-041,Delaware County,Oklahoma,50.79,7.11,101,43.68
OK-043,Dewey County,Oklahoma,20.38,-6.04,20,26.42
OK-045,Ellis County,Oklahoma,18.53,-4.91,27,23.44
OK-047,Garfield County,Oklahoma,27.25,-3.29,46,30.54
OK-049,Garvin County,Oklahoma,28.75,-7.17,21,35.92
OK-051,Grady County,Oklahoma,30,-2.5,50,32.5
OK-053,Grant County,Oklahoma,26,-3.74,41,29.74
OK-055,Greer County,Oklahoma,17.87,-7.48,12,25.35
OK-057,Harmon County,Oklahoma,16.94,-7.34,10,24.28
OK-059,Harper County,Oklahoma,15.64,-7.55,12,23.19
OK-061,Haskell County,Oklahoma,52.29,7.97,99,44.32
OK-063,Hughes County,Oklahoma,39.91,-1.24,58,41.15
OK-065,Jackson County,Oklahoma,19.38,-6.13,20,25.51
OK-067,Jefferson County,Oklahoma,27.33,-5.31,31,32.64
OK-069,Johnston County,Oklahoma,34.83,-4.8,38,39.63
OK-071,Kay County,Oklahoma,29.46,-3.79,42,33.25
OK-073,Kingfisher County,Oklahoma,26.51,-2.73,42,29.24
OK-075,Kiowa County,Oklahoma,21.52,-5.99,21,27.51
OK-077,Latimer County,Oklahoma,45.97,-0.73,69,46.7
OK-079,Le Flore County,Oklahoma,51.9,4.5,88,47.4
OK-081,Lincoln County,Oklahoma,33.7,-2.13,51,35.83
OK-083,Logan County,Oklahoma,30.4,-1.25,62,31.65
OK-085,Love County,Oklahoma,29.76,-6.18,25,35.94
OK-087,McClain County,Oklahoma,29.77,-4.79,33,34.56
OK-089,McCurtain County,Oklahoma,46.7,-2.84,52,49.54
OK-091,McIntosh County,Oklahoma,48.33,6.43,95,41.9
OK-093,Major County,Oklahoma,21.72,-5.86,24,27.58
OK-095,Marshall County,Oklahoma,31.49,-7.07,27,38.56
OK-097,Mayes County,Oklahoma,48.56,6.53,97,42.03
OK-099,Murray County,Oklahoma,32.21,-6.01,28,38.22
OK-101,Muskogee County,Oklahoma,52.56,10.18,109,42.38
OK-103,Noble County,Oklahoma,29.99,-3.19,45,33.18
OK-105,Nowata County,Oklahoma,35.03,-4.48,38,39.51
OK-107,Okfuskee County,Oklahoma,37.78,-0.84,59,38.62
OK-109,Oklahoma County,Oklahoma,30.74,-2.25,51,32.99
OK-111,Okmulgee County,Oklahoma,40.58,0.79,68,39.79
OK-113,Osage County,Oklahoma,31.42,-4.61,36,36.03
OK-115,Ottawa County,Oklahoma,45.78,3.33,92,42.45
OK-117,Pawnee County,Oklahoma,28.48,-6.76,30,35.24
OK-119,Payne County,Oklahoma,31.57,-2.88,49,34.45
OK-121,Pittsburg County,Oklahoma,42.76,-1.81,59,44.57
OK-123,Pontotoc County,Oklahoma,37.6,-1.89,61,39.49
OK-125,Pottawatomie County,Oklahoma,34.33,-2.17,54,36.5
OK-127,Pushmataha County,Oklahoma,43.56,-5,49,48.56
OK-129,Roger Mills County,Oklahoma,17.93,-6.72,16,24.65
OK-131,Rogers County,Oklahoma,39.83,0.26,66,39.57
OK-133,Seminole County,Oklahoma,37.77,-0.45,66,38.22
OK-135,Sequoyah County,Oklahoma,56.08,11.16,112,44.92
OK-137,Stephens County,Oklahoma,29.04,-4.04,43,33.08
OK-139,Texas County,Oklahoma,12.16,-5.99,15,18.15
OK-141,Tillman County,Oklahoma,20.93,-6.16,25,27.09
OK-143,Tulsa County,Oklahoma,35.71,-2.77,51,38.48
OK-145,Wagoner County,Oklahoma,46.21,5.19,90,41.02
OK-147,Washington County,Oklahoma,34.37,-3.45,44,37.82
OK-149,Washita County,Oklahoma,21.47,-5.59,25,27.06
OK-151,Woods County,Oklahoma,21.04,-4.73,25,25.77
OK-153,Woodward County,Oklahoma,18.89,-6.09,19,24.98
OR-001,Baker County,Oregon,20.03,-1.1,49,21.13
OR-003,Benton County,Oregon,64.74,6.6,99,58.14
OR-005,Clackamas County,Oregon,84.66,10.34,109,74.32
OR-007,Clatsop County,Oregon,96.69,7.58,90,89.11
OR-009,Columbia County,Oregon,60.84,4.43,90,56.41
OR-011,Coos County,Oregon,60.56,-8.25,33,68.81
OR-013,Crook County,Oregon,12.63,-2.04,37,14.67
OR-015,Curry County,Oregon,73.05,-13.02,32,86.07
OR-017,Deschutes County,Oregon,21.12,-2.52,48,23.64
OR-019,Douglas County,Oregon,50.11,-3.13,52,53.24
OR-021,Gilliam County,Oregon,13.28,2.07,107,11.21
OR-023,Grant County,Oregon,19.81,-0.95,59,20.76
OR-025,Harney County,Oregon,10.64,-2.2,35,12.84
OR-027,Hood River County,Oregon,66.88,8.45,103,58.43
OR-029,Jackson County,Oregon,30.98,-5.83,36,36.81
OR-031,Jefferson County,Oregon,18.81,0.46,79,18.35
OR-033,Josephine County,Oregon,47.62,-6.7,43,54.32
OR-035,Klamath County,Oregon,22.82,-4.24,30,27.06
OR-037,Lake County,Oregon,12.21,-2.19,42,14.4
OR-039,Lane County,Oregon,68.66,4.7,94,63.96
OR-041,Lincoln County,Oregon,103.28,13.42,108,89.86
OR-043,Linn County,Oregon,74.59,5.04,95,69.55
OR-045,Malheur County,Oregon,11.86,-0.69,53,12.55
OR-047,Marion County,Oregon,71.39,7.84,102,63.55
OR-049,Morrow County,Oregon,17.56,3.47,114,14.09
OR-051,Multnomah County,Oregon,72.96,10.51,112,62.45
OR-053,Polk County,Oregon,74.14,7.49,98,66.65
OR-055,Sherman County,Oregon,15.97,2.83,108,13.14
OR-057,Tillamook County,Oregon,115.84,14.72,108,101.12
OR-059,Umatilla County,Oregon,25.22,4.84,119,20.38
OR-061,Union County,Oregon,30.58,1.83,90,28.75
OR-063,Wallowa County,Oregon,27.71,0.28,77,27.43
OR-065,Wasco County,Oregon,22.02,1.85,97,20.17
OR-067,Washington County,Oregon,61.79,6.04,97,55.75
OR-069,Wheeler County,Oregon,15.85,-0.18,74,16.03
OR-071,Yamhill County,Oregon,67.27,6.39,99,60.88
PA-001,Adams County,Pennsylvania,46.04,3.76,91,42.28
PA-003,Allegheny County,Pennsylvania,46.97,8.6,116,38.37
PA-005,Armstrong County,Pennsylvania,51.94,9.72,124,42.22
PA-007,Beaver County,Pennsylvania,48.08,10.04,123,38.04
PA-009,Bedford County,Pennsylvania,43.29,5.15,102,38.14
PA-011,Berks County,Pennsylvania,48.94,4.69,92,44.25
PA-013,Blair County,Pennsylvania,49.41,9.79,122,39.62
PA-015,Bradford County,Pennsylvania,45.9,9,123,36.9
PA-017,Bucks County,Pennsylvania,51.16,5.69,101,45.47
PA-019,Butler County,Pennsylvania,49.23,8.49,121,40.74
PA-021,Cambria County,Pennsylvania,52.3,8.82,119,43.48
PA-023,Cameron County,Pennsylvania,49.88,8.6,119,41.28
PA-025,Carbon County,Pennsylvania,62.33,13.79,126,48.54
PA-027,Centre County,Pennsylvania,50.9,9.98,122,40.92
PA-029,Chester County,Pennsylvania,49.09,4.19,84,44.9
PA-031,Clarion County,Pennsylvania,51.33,8.17,121,43.16
PA-033,Clearfield County,Pennsylvania,47.74,5.58,110,42.16
PA-035,Clinton County,Pennsylvania,50.66,10.09,122,40.57
PA-037,Columbia County,Pennsylvania,52.62,10.14,121,42.48
PA-039,Crawford County,Pennsylvania,50.46,7.67,113,42.79
PA-041,Cumberland County,Pennsylvania,46.37,4.88,99,41.49
PA-043,Dauphin County,Pennsylvania,53.1,10.01,122,43.09
PA-045,Delaware County,Pennsylvania,43.9,-0.36,65,44.26
PA-047,Elk County,Pennsylvania,50.18,7.14,114,43.04
PA-049,Erie County,Pennsylvania,51.57,8.66,120,42.91
PA-051,Fayette County,Pennsylvania,49.8,5.14,98,44.66
PA-053,Forest County,Pennsylvania,53.78,9.99,123,43.79
PA-055,Franklin County,Pennsylvania,40.55,0.08,66,40.47
PA-057,Fulton County,Pennsylvania,41.95,3.07,90,38.88
PA-059,Greene County,Pennsylvania,47.15,6.11,108,41.04
PA-061,Huntingdon County,Pennsylvania,48.45,9.12,120,39.33
PA-063,Indiana County,Pennsylvania,52.37,8.4,116,43.97
PA-065,Jefferson County,Pennsylvania,48.22,4.72,102,43.5
PA-067,Juniata County,Pennsylvania,52.61,11,123,41.61
PA-069,Lackawanna County,Pennsylvania,58.21,16.07,127,42.14
PA-071,Lancaster County,Pennsylvania,50.41,8.47,117,41.94
PA-073,Lawrence County,Pennsylvania,48.42,9.61,126,38.81
PA-075,Lebanon County,Pennsylvania,52.54,9.13,114,43.41
PA-077,Lehigh County,Pennsylvania,53.93,8.48,114,45.45
PA-079,Luzerne County,Pennsylvania,56.31,13.39,125,42.92
PA-081,Lycoming County,Pennsylvania,50.26,8.86,119,41.4
PA-083,McKean County,Pennsylvania,51.73,8.35,117,43.38
PA-085,Mercer County,Pennsylvania,48.14,7.31,112,40.83
PA-087,Mifflin County,Pennsylvania,52.93,12.04,126,40.89
PA-089,Monroe County,Pennsylvania,68.55,20.65,128,47.9
PA-091,Montgomery County,Pennsylvania,49.44,4.64,89,44.8
PA-093,Montour County,Pennsylvania,50.85,9.69,120,41.16
PA-095,Northampton County,Pennsylvania,56.07,10.34,120,45.73
PA-097,Northumberland County,Pennsylvania,51.56,10.15,120,41.41
PA-099,Perry County,Pennsylvania,50.36,7.72,114,42.64
PA-101,Philadelphia County,Pennsylvania,48.18,4.06,89,44.12
PA-103,Pike County,Pennsylvania,58.69,14.44,123,44.25
PA-105,Potter County,Pennsylvania,49.08,8.95,122,40.13
PA-107,Schuylkill County,Pennsylvania,54.69,8.17,109,46.52
PA-109,Snyder County,Pennsylvania,53.5,11.04,122,42.46
PA-111,Somerset County,Pennsylvania,47.54,4.04,92,43.5
PA-113,Sullivan County,Pennsylvania,53.65,9.71,120,43.94
PA-115,Susquehanna County,Pennsylvania,52.8,12.03,121,40.77
PA-117,Tioga County,Pennsylvania,47.24,10.84,123,36.4
PA-119,Union County,Pennsylvania,51.58,10.2,122,41.38
PA-121,Venango County,Pennsylvania,52.36,10.22,125,42.14
PA-123,Warren County,Pennsylvania,55.46,11.84,125,43.62
PA-125,Washington County,Pennsylvania,47.35,8.09,118,39.26
PA-127,Wayne County,Pennsylvania,55.32,12.69,124,42.63
PA-129,Westmoreland County,Pennsylvania,50.82,8.5,119,42.32
PA-131,Wyoming County,Pennsylvania,53.9,13.34,125,40.56
PA-133,York County,Pennsylvania,47.21,5.8,105,41.41
RI-001,Bristol County,Rhode Island,52.02,7.28,110,44.74
RI-003,Kent County,Rhode Island,53.11,7.21,108,45.9
RI-005,Newport County,Rhode Island,51.27,8.1,110,43.17
RI-007,Providence County,Rhode Island,54.96,8.63,113,46.33
RI-009,Washington County,Rhode Island,48.05,4.25,93,43.8
SC-001,Abbeville County,South Carolina,50.48,2.59,80,47.89
SC-003,Aiken County,South Carolina,47.56,2.04,82,45.52
SC-005,Allendale County,South Carolina,47.78,1.41,71,46.37
SC-007,Anderson County,South Carolina,48,-0.93,59,48.93
SC-009,Bamberg County,South Carolina,52.58,5.95,104,46.63
SC-011,Barnwell County,South Carolina,50.22,4.06,92,46.16
SC-013,Beaufort County,South Carolina,42.65,-5.45,35,48.1
SC-015,Berkeley County,South Carolina,41.77,-6.69,27,48.46
SC-017,Calhoun County,South Carolina,48.85,2.78,84,46.07
SC-019,Charleston County,South Carolina,41.85,-6.54,27,48.39
SC-021,Cherokee County,South Carolina,38.06,-10.88,16,48.94
SC-023,Chester County,South Carolina,37.45,-8.63,19,46.08
SC-025,Chesterfield County,South Carolina,39.79,-6.03,27,45.82
SC-027,Clarendon County,South Carolina,41.81,-5.96,30,47.77
SC-029,Colleton County,South Carolina,46.62,-1.04,59,47.66
SC-031,Darlington County,South Carolina,41.56,-4.21,44,45.77
SC-033,Dillon County,South Carolina,38.27,-7.48,18,45.75
SC-035,Dorchester County,South Carolina,45.53,-2.18,50,47.71
SC-037,Edgefield County,South Carolina,44.05,-1.7,56,45.75
SC-039,Fairfield County,South Carolina,37.4,-8.1,24,45.5
SC-041,Florence County,South Carolina,42.05,-5,39,47.05
SC-043,Georgetown County,South Carolina,42.71,-6.73,27,49.44
SC-045,Greenville County,South Carolina,48.29,-7.4,34,55.69
SC-047,Greenwood County,South Carolina,44.64,-2.26,54,46.9
SC-049,Hampton County,South Carolina,45.74,-1.36,57,47.1
SC-051,Horry County,South Carolina,42.37,-6.39,28,48.76
SC-053,Jasper County,South Carolina,42.68,-5.56,35,48.24
SC-055,Kershaw County,South Carolina,37.11,-8.69,26,45.8
